	Gujrati	English
6609	પદ્મશ્રી પુરસ્કાર વિજેતાઓ	Recipients of the Padma Shri
6610	પદ્મવિભૂષણ પુરસ્કાર વિજેતાઓ	Recipients of the Padma Vibhushan
6611	અર્જુન પુરસ્કાર વિજેતાઓ	Recipients of the Arjuna Award
6612	ભારતના રાષ્ટ્રીય પુરસ્કારો	Indian awards
6618	પાયથોન	Python 
6620	ભારતના કિલ્લાઓ	Forts in India
6621	ભારતના વિશ્વધરોહર સ્થળો	World Heritage Sites in India
6622	ભાઈ બીજ	Bhai Dooj
6623	માહિતીચોકઠું તહેવાર	Infobox recurring event
6624	અક્ષય પાત્ર ફાઉન્ડેશન	Akshaya Patra Foundation
6642	કમ્પ્યુટર વિજ્ઞાન સ્ટબ	Computer science stubs
6643	મહેસાણા હવાઈમથક	Mehsana Airport
6644	ગુજરાત રાજ્ય માર્ગ વાહનવ્યવહાર નિગમ	Gujarat State Road Transport Corporation
6645	ગુજરાતમાં પરિવહન	Transport in Gujarat
6683	Country data San José	Country data San José, Uruguay
6708	Country data Georgian SSR	Country data Georgian Soviet Socialist Republic
6714	Country data Russian SFSR	Country data Russian Soviet Federative Socialist Republic
6716	Country data Turkmen SSR	Country data Turkmen Soviet Socialist Republic
6746	Vcite web	Vcite journal
6756	Bayern Munich managers	FC Bayern Munich managers
6759	એમપી	MP
6760	પઢિયાર	Parihar
6762	શીખ ધર્મના અનુયાયીઓ	Sikhs
6763	પ્રાચી દેસાઈ	Prachi Desai
6764	વિયેતનામમાં એરપોર્ટ	Airports in Vietnam
6765	લેડી ગાગા	Lady Gaga
6766	ભારતીય જનતા પાર્ટી	Bharatiya Janata Party
6767	સ્ક્રિલ્લેક્સ	Skrillex
6768	ચારોળી 	Buchanania lanzan
6769	અમદાવાદ મ્યુનિસિપલ કોર્પોરેશન	Amdavad Municipal Corporation
6770	ઇથરનેટ	Ethernet
6775	ડેડમાઉસ	Deadmau5
6776	Kondicherry	Kondi
6777	અમદાવાદ શહેરી વિકાસ સત્તા મંડળ	Ahmedabad Urban Development Authority
6779	વિકિપરીયોજના આમંત્રણ ઢાંચાઓ	WikiProject invitation templates
6780	છોડ શરીર ક્રિયા વિજ્ઞાન	Plant physiology
6781	અમદાવાદ બીઆરટીએસ	Ahmedabad Bus Rapid Transit System
6782	અમદાવાદમાં પરિવહન	Transport in Ahmedabad
6783	વપરાશકર્તા પેટી	User templates en
6787	પિત્તાશય	Gallbladder
6789	ડેઝા વુ	Déjà vu
6790	આરમીન વન બ્યુરન	Armin van Buuren
6792	એસી/ડીસી	AC/DC
6793	અમદાવાદ કેન્ટોનમેન્ટ	Ahmedabad Cantonment
6795	ઇસ પ્યાર કો ક્યા નામ દું?	Iss Pyaar Ko Kya Naam Doon?
6799	કલ્પના 	Kalpana 
6800	ચેરી	Cherry
6801	પુસ્તક	Books
6802	તલાશ 	 The Answer Lies Within
6803	આઇ.આઇ.એમ. અમદાવાદ	Indian Institute of Management Ahmedabad
6804	વર્ચ્યુઅલાઈઝેશન	Virtualization
6805	ગૌરીશંકર ઉદયશંકર ઓઝા	Gaurishankar Udayshankar
6806	લાઇફ ઓફ પાઇ	Life of Pi 
6807	અંગ્રેજી ચલચિત્ર	English films
6819	Country data Zimbabwe Rhodesia	Country data Zimbabwe-Rhodesia
6849	Limited overs matches	Single-innings cricket match
6850	WikiProjectBannerShell	WikiProject banner shell
6865	ડાર્ટ 	Dart 
6866	ચરબી	Fat
6868	સલીમ સુલેમાન	Salim–Sulaiman
6869	ભારતીય વ્યક્તિત્વ	Indian people
6877	વિકિપીડિયા સ્ક્રિપ્ટ	Wikipedia scripts
6879	સરદાર પટેલ સ્મારક ભવન	Sardar Vallabhbhai Patel National Memorial
6880	કુમારપાળ	Kumarapala 
6881	અશ્વિની ભટ્ટ	Ashwini Bhatt
6882	ભારતીય કાયદો	Law in India
6883	સેપ્ટ યુનિવર્સિટી	CEPT University
6897	Empty category	Possibly empty category
6898	Backlog sub-categories	Backlog subcategories
6899	હિંદુ દેવતા	Hindu deities
6900	ગુજરાતી વ્યક્તિત્વ	Gujarati people
6901	ભારતીય મહિલા ગાયકો	Indian female singers
6902	અમદાવાદની ગુફા	Amdavad ni Gufa
6906	કેશુભાઈ પટેલ	Keshubhai Patel
6907	રજનીકાંત	Rajinikanth
6908	પોપ ગાયક	Pop singers
6909	ભારતીય બેડમિંટન ખેલાડી	Indian badminton players
6910	ઓલમ્પિક પદક વિજેતા	Olympic medalists
6911	પદ્મભૂષણ પુરસ્કાર વિજેતા	Recipients of the Padma Bhushan
6912	Pp-semi-vandalism	Pp-vandalism
6913	ડેન્ગ્યુ	Dengue fever
6915	ગુજરાતી ચલચિત્ર	Gujarati-language films
6918	ભારત રત્ન પુરસ્કારના વિજેતા	Recipients of the Bharat Ratna
6919	અંગ્રેજી ભાષાના ગાયકો	English-language singers
6920	૧૦ લાખથી વધુ વસ્તીવાળા ભારતના શહેરો	Million-plus agglomerations in India
6921	વારાણસી જિલ્લો	Varanasi district
6922	ગાયિકા	Female singers
6923	ભારતના રાજ્યો અને કેન્દ્રશાસિત પ્રદેશોની રાજધાનીઓ	State and Union Territory capitals of India
6924	માહિતીચોકઠું ચૂંટણી	Infobox election
6925	ગુજરાત વિધાનસભા ચૂંટણી, ૨૦૧૨	2012 Gujarat Legislative Assembly election
6926	ભારતની બેંકો	Banks of India
6927	પ્રાચીન ભારત	Ancient India
6928	સિવિલ હોસ્પિટલ, અમદાવાદ	Ahmedabad Civil Hospital
6929	નવિન પટનાયક	Naveen Patnaik
6930	ઓરિસ્સાના મુખ્યમંત્રીઓ	Chief Ministers of Odisha
6931	ઓએસઆઈ મોડેલ	OSI model
6932	બેંક	Banks
6946	હાસ્ય સાહિત્યકાર	Humorists
6947	સમાજ સેવક	Social workers
6948	હરણ	Deer
6949	વિશાલ-શેખર	Vishal–Shekhar
6952	Bollywood	Indian film list
6959	યુનિવર્સિટી	Universities
6960	ઓક્સફોર્ડ યુનિવર્સિટી	University of Oxford
6961	ઈજનેરી કૉલેજ	Engineering universities and colleges in India
6962	ડૉ. સર્વપલ્લી રાધાકૃષ્ણન	Sarvepalli Radhakrishnan
6963	શંકર દયાલ શર્મા	Shankar Dayal Sharma
6964	ઝૈલસિંઘ	Zail Singh
6969	ભારતના રાષ્ટ્રપતિઓની યાદી	List of Presidents of India
6975	હિન્દી ચલચિત્ર	Indian films
6977	પોલેંડબોલ	Polandball
6978	કુદરતી રચના	Landforms
6982	સરદાર વલ્લભભાઈ પટેલ આંતરરાષ્ટ્રીય હવાઈ મથક	Sardar Vallabhbhai Patel International Airport
6991	ભારત રત્ન	Bharat Ratna
6992	ઉદ્યોગપતિ	Industrialists
6993	ભારતના અર્થશાસ્ત્રીઓ	Indian economists
6994	અર્થશાસ્ત્ર	Economics
6995	અર્થશાસ્ત્રમાં નોબેલ મેળવનારા	Nobel laureates in Economics
6996	૨૦૧૨ દિલ્હી બળાત્કાર ઘટના	2012 Delhi gang rape
6998	બદામ	Almond
6999	નાનજીભાઈ કાલિદાસ મહેતા	Nanji Kalidas Mehta
7000	કાનપુર પ્રાંત	Kanpur division
7001	ઉત્તર પ્રદેશના પ્રાંતો	Divisions of Uttar Pradesh
7002	આગ્રા પ્રાંત	Agra division
7003	અલ્હાબાદ પ્રાંત	Allahabad division
7004	અલીગઢ પ્રાંત	Aligarh division
7005	આઝમગઢ પ્રાંત	Azamgarh division
7006	બરેલી પ્રાંત	Bareilly division
7007	બસ્તી પ્રાંત	Basti division
7008	ચિત્રકૂટ પ્રાંત	Chitrakoot division
7009	દેવીપાટન પ્રાંત	Devipatan division
7010	ફૈજાબાદ પ્રાંત	Faizabad division
7011	ગોરખપુર પ્રાંત	Gorakhpur division
7012	ઝાંસી પ્રાંત	Jhansi division
7013	લખનૌ પ્રાંત	Lucknow division
7014	મેરઠ પ્રાંત	Meerut division
7015	મિર્જાપુર પ્રાંત	Mirzapur division
7016	મુરાદાબાદ પ્રાંત	Moradabad division
7017	સહરાનપુર પ્રાંત	Saharanpur division
7018	વારાણસી પ્રાંત	Varanasi division
7019	કમ્પ્યુટર નેટવર્ક	Computer networks
7020	ચીપકો આંદોલન	Chipko movement
7021	આયોજન પંચ	Planning Commission 
7022	કાસગંજ જિલ્લો	Kasganj district
7023	અમેઠી જિલ્લો	Amethi district
7024	ગૌરીગંજ	Gauriganj, India
7025	નેધરલેંડ	Netherlands
7026	કૃષિ યુનિવર્સિટી, સરદારકૃષિનગર દાંતીવાડા	Sardarkrushinagar Dantiwada Agricultural University
7027	મેટ્રોલિંક એક્સપ્રેસ ગાંધીનગર અને અમદાવાદ	Metro-Link Express for Gandhinagar and Ahmedabad
7038	કાજલ ઓઝા-વૈદ્ય	Kaajal Oza Vaidya
7041	ઈન્ટરનેટ પ્રોટોકોલ સ્યુટ	Internet protocol suite
7061	Country data Georgia	Country data Georgia 
7073	Country data Nagorno-Karabakh Republic	Country data Republic of Artsakh
7117	આશ્રમ રોડ	Ashram Road
7118	અમદાવાદ કલેક્ટર	Ahmedabad Collectorate
7120	અવકાશ વિનિયોગ કેન્દ્ર	Space Applications Centre
7121	હર્ષ બ્રહ્મભટ્ટ	Harsh Brahmbhatt
7122	સાબરમતી મેરેથોન	Sabarmati Marathon
7127	ઇથિયોપિયા	Ethiopia
7132	CatPreceding	Preceding category
7133	CatSucceeding	Succeeding category
7136	Gadget-wikEd.js	Cacycle/wikEd
7137	ડેરી	Dairy
7138	સદી	Century 
7139	દાયકો	Decade
7140	અશોક દવે	Ashok Dave
7141	કોચરબ આશ્રમ	Kochrab Ashram
7142	Country data Swaziland	Country data Eswatini
7143	દક્ષિણ આફ્રિકા	South Africa
7144	અમદાવાદના દરવાજા	Gates of Ahmedabad
7145	હાપુર	Hapur
7146	નાગાલેંડ પીપલ્સ ફ્રન્ટ/મેટા/રંગ	Nagaland Peoples Front/meta/color
7147	ભારતીય રાષ્ટ્રીય કોંગ્રેસ/મેટા/રંગ	Indian National Congress/meta/color
7148	ભારતીય જનતા પાર્ટી/મેટા/રંગ	Bharatiya Janata Party/meta/color
7149	ભારત રાજનીતિક પક્ષ રંગ ઢાંચો	India political party colour templates
7150	ભારતીય રાષ્ટ્રીય કોંગ્રેસ	Indian National Congress
7151	ચર્ચા-પૂરી	Closed
7152	હિમાલયન પાઈકા	Himalayan pika
7157	નીતિ	Core content policies
7158	કમલેશ્વર બંધ	Kamleshwar Dam
7159	કીર્તિ મંદિર, પોરબંદર	Kirti Mandir, Porbandar
7160	શીતપેટી	Refrigerator
7161	કિર્તિ મંદિર	Kirti Mandir
7162	સંસ્કાર કેન્દ્ર	Sanskar Kendra
7163	ઇન્દ્રા	Indra, Gujarat
7164	થૉમસ ઍડિસન	Thomas Edison
7168	માહિતીચોકઠું લેખક	Infobox writer
7169	અનાથ લેખ	Orphaned articles
7171	ગાંધાર	Gandhara
7172	દશાંશ સંખ્યા પ્રણાલી	Hindu–Arabic numeral system
7174	એરન સ્વાર્ટઝ	Aaron Swartz
7176	ભારતીય માનક સમય	Indian Standard Time
7177	ઈન્ટરનેટ પ્રોટોકોલ	Internet Protocol
7178	પંજાબ	Punjab
7179	પંજાબ 	Punjab 
7180	ચિત્તાગોંગ	Chittagong
7181	પ્રસારણ નિયંત્રણ પ્રોટોકોલ	Transmission Control Protocol
7182	ઓસ્લો	Oslo
7183	નૉર્વેજિયન ભાષા	Norwegian language
7184	ભારતમાં આરોગ્યસંભાળ	Health in India
7185	મહેન્દ્ર સિંઘ ધોની	MS Dhoni
7187	જ્ઞાનપીઠ એવોર્ડ	Jnanpith Award
7188	જાપાનનો ઇતિહાસ	History of Japan
7189	કોરોકોરો ટાપુ	Corocoro Island
7190	જાપાન	Japan
7191	ભાયાવદર	Bhayavadar, Rajkot
7192	લિમ્બો	Limbo 
7193	માર્વલ કૉમિક્સ	Marvel Comics
7195	ફુલરિન 	Fullerene
7196	માયોપીઆ	Near-sightedness
7197	હાઇડ્રોકાર્બન	Hydrocarbon
7198	સમઘટકતા	Isomer
7199	પ્રકાશ	Light
7200	ખગોળીય દૂરબીન	Telescope
7201	ધન પ્રકાશાનુવર્તન	Heliotropism
7202	જલાનુવર્તન	Hydrotropism
7203	પુરુષનું પ્રજનનતંત્ર	Male reproductive system
7204	પિસ્તા	Pistachio
7207	રાકેશ શર્મા	Rakesh Sharma
7208	કુશોક બાકુલા રિન્પોચે વિમાનમથક	Kushok Bakula Rimpochee Airport
7213	Inline tags	Inline cleanup tags
7215	ડો. હરગોવિંદ ખુરાના	Har Gobind Khorana
7216	ખરીફ પાક	Kharif crop
7217	રવિ પાક	Rabi crop
7218	વર્ડપ્રેસ	WordPress
